,face_id,x,y,w,h,annot_type_id
14262,54408,675,338,485,485,1
14263,54409,480,497,364,364,1
14264,54410,519,210,179,179,1
14265,54411,203,59,131,131,1
14266,54412,123,120,139,139,1
14267,54413,403,332,171,171,1
14268,54414,66,206,329,329,1
14269,54415,103,87,81,81,1
14270,54416,274,117,143,143,1
14271,54417,295,117,54,54,1
14272,54418,95,107,164,164,1
14273,54419,41,216,170,170,1
14274,54420,76,-13,201,201,1
14275,54421,117,141,84,84,1
14276,54422,156,386,433,433,1
14277,54423,174,186,164,164,1
14278,54424,245,318,209,209,1
14279,54425,220,77,127,127,1
14280,54426,159,64,216,216,1
14281,54427,6,215,307,307,1
14282,54428,-94,200,405,405,1
14283,54429,232,51,120,120,1
14284,54430,310,157,142,142,1
14285,54431,318,185,129,129,1
14286,54432,276,201,124,124,1
14287,54433,252,193,95,95,1
14288,54434,268,190,155,155,1
14289,54435,307,183,147,147,1
14290,54436,212,181,152,152,1
14291,54437,289,184,149,149,1
14292,54438,223,188,152,152,1
14293,54439,215,178,149,149,1
14294,54440,247,195,152,152,1
14295,54441,177,278,220,220,1
14296,54442,63,211,302,302,1
14297,54443,60,180,327,327,1
14298,54444,19,274,281,281,1
14299,54445,261,188,245,245,1
14300,54446,96,97,92,92,1
14301,54447,106,103,210,210,1
14302,54448,74,114,212,212,1
14303,54449,-18,176,143,143,1
14304,54450,-36,215,141,141,1
14305,54451,632,211,120,120,1
14306,54452,519,145,129,129,1
14307,54453,335,188,134,134,1
14308,54454,258,301,179,179,1
14309,54455,346,127,242,242,1
14310,54456,370,150,239,239,1
14311,54457,440,131,244,244,1
14312,54458,406,146,243,243,1
14313,54459,320,164,185,185,1
14314,54460,193,217,158,158,1
14315,54461,94,105,166,166,1
14316,54462,62,86,57,57,1
14317,54463,396,27,430,430,1
14318,54464,1038,620,493,493,1
14319,54465,282,44,93,93,1
14320,54466,76,110,360,360,1
14321,54467,104,132,198,198,1
14322,54468,-12,148,267,267,1
14323,54469,68,180,321,321,1
14324,54470,112,170,293,293,1
14325,54471,-34,142,258,258,1
14326,54472,191,181,295,295,1
14327,54473,120,121,203,203,1
14328,54474,52,146,240,240,1
14329,54475,339,440,286,286,1
14330,54476,359,177,267,267,1
14331,54477,358,113,91,91,1
14332,54478,529,123,121,121,1
14333,54479,602,112,114,114,1
14334,54480,541,99,131,131,1
14335,54481,1481,519,338,338,1
14336,54482,132,67,90,90,1
14337,54483,1145,681,531,531,1
14338,54484,47,86,217,217,1
14339,54485,242,146,247,247,1
14340,54486,233,271,352,352,1
14341,54487,85,214,379,379,1
14342,54488,172,71,261,261,1
14343,54489,241,298,112,112,1
14344,54490,195,133,96,96,1
14345,54491,736,323,300,300,1
14346,54492,460,150,115,115,1
14347,54493,160,213,147,147,1
14348,54494,95,106,165,165,1
14349,54495,262,168,113,113,1
14350,54496,281,168,180,180,1
14351,54497,279,222,159,159,1
14352,54498,210,146,256,256,1
14353,54499,146,64,103,103,1
14354,54500,242,232,346,346,1
14355,54501,426,220,122,122,1
14356,54502,475,158,116,116,1
14357,54503,398,172,278,278,1
14358,54504,290,88,92,92,1
14359,54505,-6,204,365,365,1
14360,54506,172,158,226,226,1
14361,54507,1298,203,199,199,1
14362,54508,1069,234,223,223,1
14363,54509,879,121,222,222,1
14364,54510,835,174,186,186,1
14365,54511,817,238,182,182,1
14366,54512,1158,155,205,205,1
14367,54513,464,93,264,264,1
14368,54514,314,225,272,272,1
14369,54515,279,198,296,296,1
14370,54516,887,202,247,247,1
14371,54517,368,125,242,242,1
14372,54518,1070,206,204,204,1
14373,54519,129,304,293,293,1
14374,54520,1138,162,304,304,1
14375,54521,387,262,303,303,1
14376,54522,890,193,169,169,1
14377,54523,292,204,263,263,1
14378,54524,276,266,275,275,1
14379,54525,1052,129,247,247,1
14380,54526,550,238,170,170,1
14381,54527,935,182,208,208,1
14382,54528,296,133,157,157,1
14383,54529,871,133,215,215,1
14384,54530,687,331,147,147,1
14385,54531,354,191,244,244,1
14386,54532,287,120,248,248,1
14387,54533,889,191,173,173,1
14388,54534,707,157,251,251,1
14389,54535,433,222,234,234,1
14390,54536,427,233,217,217,1
14391,54537,949,139,232,232,1
14392,54538,489,195,201,201,1
14393,54539,502,197,228,228,1
14394,54540,1046,181,204,204,1
14395,54541,917,228,189,189,1
14396,54542,1030,160,236,236,1
14397,54543,1094,221,221,221,1
14398,54544,372,286,207,207,1
14399,54545,258,139,203,203,1
14400,54546,513,165,232,232,1
14401,54547,523,182,207,207,1
14402,54548,917,151,221,221,1
14403,54549,349,110,261,261,1
14404,54550,369,118,196,196,1
14405,54551,327,212,202,202,1
14406,54552,843,229,182,182,1
14407,54553,1028,127,253,253,1
14408,54555,479,146,246,246,1
14409,54556,301,214,192,192,1
14410,54557,922,234,208,208,1
14411,54558,765,331,183,183,1
14412,54559,1051,271,206,206,1
14413,54560,906,297,175,175,1
14414,54561,470,128,239,239,1
14415,54562,451,114,233,233,1
14416,54564,422,189,225,225,1
14417,54565,453,159,195,195,1
14418,54566,578,152,215,215,1
14419,54567,938,278,215,215,1
14420,54568,383,130,233,233,1
14421,54569,535,148,232,232,1
14422,54570,474,143,225,225,1
14423,54571,503,148,214,214,1
14424,54572,537,182,197,197,1
14425,54573,646,152,202,202,1
14426,54574,553,171,190,190,1
14427,54575,990,307,200,200,1
14428,54576,524,149,171,171,1
14429,54577,337,264,229,229,1
14430,54578,462,135,202,202,1
14431,54579,1242,452,254,254,1
14432,54580,310,145,226,226,1
14433,54581,255,122,193,193,1
14434,54582,580,171,260,260,1
14435,54583,243,199,224,224,1
14436,54584,1134,215,205,205,1
14437,54585,391,263,173,173,1
14438,54586,939,202,201,201,1
14439,54587,804,185,172,172,1
14440,54588,261,169,261,261,1
14441,54589,335,179,227,227,1
14442,54590,1104,178,235,235,1
14443,54591,345,212,181,181,1
14444,54592,1255,136,194,194,1
14445,54593,255,675,235,235,1
14446,54594,535,209,311,311,1
14447,54595,109,109,211,211,1
14448,54596,-79,195,387,387,1
14449,54597,230,40,66,66,1
14450,54598,715,896,936,936,1
14451,54599,131,77,182,182,1
14452,54600,33,232,206,206,1
14453,54601,256,-9,211,211,1
14454,54602,857,645,1035,1035,1
14455,54603,129,118,159,159,1
14456,54604,60,141,192,192,1
14457,54605,163,157,86,86,1
14458,54606,72,179,350,350,1
14459,54607,213,74,56,56,1
14460,54608,218,132,84,84,1
14461,54609,6,158,240,240,1
14462,54610,185,161,116,116,1
14463,54611,-13,128,228,228,1
14464,54612,-43,120,225,225,1
14465,54613,89,93,197,197,1
14466,54614,205,133,75,75,1
14467,54615,182,71,52,52,1
14468,54616,223,128,83,83,1
14469,54617,145,79,191,191,1
14470,54618,307,69,144,144,1
14471,54619,36,131,168,168,1
14472,54620,196,125,184,184,1
14473,54621,167,66,152,152,1
14474,54622,838,640,692,692,1
14475,54623,1249,-264,2248,2248,1
14476,54624,789,381,519,519,1
14477,54625,193,175,134,134,1
14478,54626,-42,178,253,253,1
14479,54627,315,57,154,154,1
14480,54628,233,79,132,132,1
14481,54629,34,82,270,270,1
14482,54630,82,145,140,140,1
14483,54631,56,145,160,160,1
14484,54632,910,237,669,669,1
14485,54633,719,58,1505,1505,1
14486,54634,-33,-55,756,756,1
14487,54635,50,164,410,410,1
14488,54636,132,88,149,149,1
14489,54637,209,255,606,606,1
14490,54638,148,103,191,191,1
14491,54639,24,96,254,254,1
14492,54640,104,215,192,192,1
14493,54641,292,126,73,73,1
14494,54642,88,122,127,127,1
14495,54643,-453,918,1894,1894,1
14496,54644,79,49,447,447,1
14497,54645,-5,44,245,245,1
14498,54646,179,135,75,75,1
14499,54647,462,343,1213,1213,1
14500,54648,-265,933,1424,1424,1
14501,54649,990,250,1594,1594,1
14502,54650,281,121,230,230,1
14503,54651,120,76,70,70,1
14504,54652,22,180,144,144,1
14505,54653,168,70,243,243,1
14506,54654,263,180,265,265,1
14507,54655,-43,51,473,473,1
14508,54656,-21,5,367,367,1
14509,54657,17,184,224,224,1
14510,54658,78,139,283,283,1
14511,54659,49,40,88,88,1
14512,54660,103,84,185,185,1
14513,54661,140,121,96,96,1
14514,54662,1080,890,2350,2350,1
14515,54663,106,300,452,452,1
14516,54664,240,79,203,203,1
14517,54665,220,148,272,272,1
14518,54666,41,165,344,344,1
14519,54667,1290,718,1111,1111,1
14520,54668,211,126,190,190,1
14521,54669,366,264,187,187,1
14522,54670,-20,178,273,273,1
14523,54671,67,242,173,173,1
14524,54672,442,231,133,133,1
14525,54673,83,162,158,158,1
14526,54674,132,86,145,145,1
14527,54675,215,63,162,162,1
14528,54676,85,69,95,95,1
14529,54677,125,59,73,73,1
14530,54678,108,72,69,69,1
14531,54679,108,88,94,94,1
14532,54680,247,71,93,93,1
14533,54681,95,41,45,45,1
14534,54682,185,99,109,109,1
14535,54683,181,70,148,148,1
14536,54684,140,113,157,157,1
14537,54685,24,102,202,202,1
14538,54686,187,64,72,72,1
14539,54687,94,68,79,79,1
14540,54688,-12,79,294,294,1
14541,54689,166,61,75,75,1
14542,54690,103,65,99,99,1
14543,54691,63,76,183,183,1
14544,54692,103,39,64,64,1
14545,54693,213,80,139,139,1
14546,54694,9,133,186,186,1
14547,54695,-32,91,205,205,1
14548,54696,103,78,114,114,1
14549,54697,148,91,170,170,1
14550,54698,636,156,394,394,1
14551,54699,284,104,73,73,1
14552,54700,334,60,77,77,1
14553,54701,198,79,68,68,1
14554,54702,19,78,245,245,1
14555,54703,121,108,255,255,1
14556,54704,-9,435,481,481,1
14557,54705,125,291,438,438,1
14558,54706,381,227,440,440,1
14559,54707,382,151,420,420,1
14560,54708,516,264,1408,1408,1
14561,54709,197,104,164,164,1
14562,54710,267,516,202,202,1
14563,54711,1197,127,1503,1503,1
14564,54712,231,70,218,218,1
14565,54713,347,226,281,281,1
14566,54714,110,118,229,229,1
14567,54715,152,106,85,85,1
14568,54716,-79,72,409,409,1
14569,54717,-21,95,253,253,1
14570,54718,508,172,318,318,1
14571,54719,994,484,980,980,1
14572,54720,25,50,191,191,1
14573,54721,71,282,349,349,1
14574,54722,88,118,99,99,1
14575,54723,510,187,387,387,1
14576,54724,-140,313,877,877,1
14577,54725,94,102,216,216,1
14578,54726,255,88,238,238,1
14579,54727,-44,86,282,282,1
14580,54728,116,74,255,255,1
14581,54729,-50,60,332,332,1
14582,54730,131,204,187,187,1
14583,54731,-40,118,247,247,1
14584,54732,78,138,138,138,1
14585,54733,278,171,170,170,1
14586,54734,-12,127,234,234,1
14587,54735,45,121,160,160,1
14588,54736,121,76,248,248,1
14589,54737,232,211,203,203,1
14590,54738,140,320,365,365,1
14591,54739,244,400,473,473,1
14592,54740,229,129,255,255,1
14593,54741,125,371,329,329,1
14594,54742,371,221,278,278,1
14595,54743,93,208,324,324,1
14596,54744,122,326,665,665,1
14597,54745,892,800,1430,1430,1
14598,54746,-19,445,287,287,1
14599,54747,115,157,282,282,1
14600,54748,166,103,76,76,1
14601,54749,202,50,84,84,1
14602,54751,135,121,57,57,1
14603,54752,183,119,81,81,1
14604,54753,75,136,91,91,1
14605,54754,75,209,145,145,1
14606,54755,107,70,209,209,1
14607,54756,196,805,1097,1097,1
14608,54757,511,539,870,870,1
14609,54758,124,279,465,465,1
14610,54759,335,243,199,199,1
14611,54760,-59,106,194,194,1
14612,54761,2114,436,1712,1712,1
14613,54762,45,82,65,65,1
14614,54763,3,166,196,196,1
14615,54764,64,44,208,208,1
14616,54765,151,59,140,140,1
14617,54766,6,140,314,314,1
14618,54767,122,173,470,470,1
14619,54768,173,58,128,128,1
14620,54769,1803,567,750,750,1
14621,54770,10,81,238,238,1
14622,54771,207,-47,590,590,1
14623,54772,-27,159,292,292,1
14624,54773,211,118,106,106,1
14625,54774,-56,204,650,650,1
14626,54775,183,100,210,210,1
14627,54776,269,73,159,159,1
14628,54777,-8,-26,448,448,1
14629,54778,-68,340,865,865,1
14630,54779,866,1084,1014,1014,1
14631,54780,192,579,878,878,1
14632,54781,1223,404,1052,1052,1
14633,54782,151,-16,322,322,1
14634,54783,81,150,178,178,1
14635,54784,67,20,156,156,1
14636,54785,282,53,121,121,1
14637,54786,1727,1182,409,409,1
14638,54787,75,82,107,107,1
14639,54788,17,86,157,157,1
14640,54789,76,48,217,217,1
14641,54791,193,51,186,186,1
14642,54792,144,99,161,161,1
14643,54793,185,70,117,117,1
14644,54794,38,348,260,260,1
14645,54795,690,676,860,860,1
14646,54796,410,173,1089,1089,1
14647,54797,177,-4,198,198,1
14648,54798,111,563,765,765,1
14649,54799,84,201,121,121,1
14650,54800,119,143,236,236,1
14651,54801,47,178,242,242,1
14652,54802,45,-1,179,179,1
14653,54803,853,948,828,828,1
14654,54804,69,119,500,500,1
14655,54805,1255,559,1492,1492,1
14656,54806,122,18,635,635,1
14657,54807,286,172,332,332,1
14658,54808,73,73,145,145,1
14659,54809,194,1188,1414,1414,1
14660,54810,473,565,679,679,1
14661,54811,-25,99,375,375,1
14662,54812,116,67,188,188,1
14663,54813,86,98,292,292,1
14664,54814,61,98,187,187,1
14665,54815,8,-148,621,621,1
14666,54816,443,367,382,382,1
14667,54817,287,257,728,728,1
14668,54818,185,67,204,204,1
14669,54819,-40,90,180,180,1
14670,54820,55,968,1256,1256,1
14671,54821,338,197,389,389,1
14672,54822,-17,283,211,211,1
14673,54823,-59,64,241,241,1
14674,54824,57,137,183,183,1
14675,54825,47,82,168,168,1
14676,54826,-14,172,179,179,1
14677,54827,80,125,120,120,1
14678,54828,129,152,72,72,1
14679,54829,2,21,261,261,1
14680,54830,213,93,545,545,1
14681,54831,-122,977,1739,1739,1
14682,54832,234,127,540,540,1
14683,54833,204,185,588,588,1
14684,54834,254,89,93,93,1
14685,54835,334,78,116,116,1
14686,54836,137,755,1089,1089,1
14687,54837,786,128,2016,2016,1
14688,54838,29,149,239,239,1
14689,54839,130,133,502,502,1
14690,54840,180,469,983,983,1
14691,54841,86,170,215,215,1
14692,54842,82,-35,741,741,1
14693,54843,144,24,362,362,1
14694,54844,70,141,252,252,1
14695,54845,248,121,181,181,1
14696,54846,217,553,493,493,1
14697,54847,-138,86,916,916,1
14698,54848,192,48,418,418,1
14699,54849,-56,109,274,274,1
14700,54850,28,69,159,159,1
14701,54851,647,1246,1003,1003,1
14702,54852,579,1075,845,845,1
14703,54853,675,1230,1025,1025,1
14704,54854,1040,215,598,598,1
14705,54856,42,67,301,301,1
14706,54857,168,66,202,202,1
14707,54858,85,165,138,138,1
14708,54859,129,35,145,145,1
14709,54860,228,49,72,72,1
14710,54862,138,91,66,66,1
14711,54863,-36,64,248,248,1
14712,54864,242,57,209,209,1
14713,54865,300,138,390,390,1
14714,54866,54,56,276,276,1
14715,54867,461,214,2209,2209,1
14716,54868,91,54,173,173,1
14717,54869,399,676,1304,1304,1
14718,54870,152,85,134,134,1
14719,54871,150,16,271,271,1
14720,54872,65,-41,326,326,1
14721,54873,203,318,412,412,1
14722,54874,203,58,250,250,1
14723,54875,119,25,207,207,1
14724,54876,296,55,105,105,1
14725,54877,-23,65,259,259,1
14726,54878,-40,109,206,206,1
14727,54879,304,231,146,146,1
14728,54880,299,1007,347,347,1
14729,54881,60,219,296,296,1
14730,54882,50,91,229,229,1
14731,54883,495,173,722,722,1
14732,54884,55,114,241,241,1
14733,54885,111,100,228,228,1
14734,54886,-171,240,702,702,1
14735,54887,251,74,96,96,1
14736,54888,138,80,90,90,1
14737,54889,73,69,227,227,1
14738,54890,2,262,527,527,1
14739,54891,157,21,231,231,1
14740,54892,104,155,181,181,1
14741,54893,299,182,154,154,1
14742,54894,99,155,230,230,1
14743,54895,1075,-283,2084,2084,1
14744,54896,7,169,268,268,1
14745,54897,-355,541,1713,1713,1
14746,54898,106,-5,314,314,1
14747,54899,56,-41,436,436,1
14748,54900,276,-29,503,503,1
14749,54901,132,224,329,329,1
14750,54902,484,171,282,282,1
14751,54903,23,51,198,198,1
14752,54904,816,-69,2362,2362,1
14753,54905,-98,297,537,537,1
14754,54906,-96,309,523,523,1
14755,54907,151,92,250,250,1
14756,54908,219,68,204,204,1
14757,54909,-273,135,859,859,1
14758,54910,66,83,207,207,1
14759,54911,164,29,269,269,1
14760,54912,221,102,167,167,1
14761,54913,1261,146,1441,1441,1
14762,54914,-7,-10,245,245,1
14763,54915,238,101,134,134,1
14764,54916,186,-13,183,183,1
14765,54917,364,60,56,56,1
14766,54918,397,66,63,63,1
14767,54919,299,60,69,69,1
14768,54920,221,52,58,58,1
14769,54921,397,70,56,56,1
14770,54922,-43,102,323,323,1
14771,54923,209,96,78,78,1
14772,54924,141,61,66,66,1
14773,54925,110,71,145,145,1
14774,54926,193,101,97,97,1
14775,54927,179,102,92,92,1
14776,54928,91,78,176,176,1
14777,54929,73,85,187,187,1
14778,54930,34,89,125,125,1
14779,54931,135,57,129,129,1
14780,54932,-114,50,407,407,1
14781,54933,238,250,1669,1669,1
14782,54934,988,448,618,618,1
14783,54935,68,43,259,259,1
14784,54936,97,25,137,137,1
14785,54937,361,561,1748,1748,1
14786,54938,134,78,209,209,1
14787,54939,937,231,1378,1378,1
14788,54940,-39,124,364,364,1
14789,54941,441,244,355,355,1
14790,54942,58,332,178,178,1
14791,54943,399,140,356,356,1
14792,54944,413,144,341,341,1
14793,54945,72,374,504,504,1
14794,54946,206,90,140,140,1
14795,54947,40,56,355,355,1
14796,54948,295,108,162,162,1
14797,54949,90,8,322,322,1
14798,54950,-19,86,225,225,1
14799,54951,-3,48,68,68,1
14800,54952,-4,96,141,141,1
14801,54953,111,175,113,113,1
14802,54954,452,288,1200,1200,1
14803,54955,370,39,368,368,1
14804,54956,137,49,158,158,1
14805,54957,64,26,151,151,1
14806,54958,386,304,1391,1391,1
14807,54959,35,102,315,315,1
14808,54960,-153,968,2364,2364,1
14809,54961,-22,148,297,297,1
14810,54962,961,585,1233,1233,1
14811,54963,66,137,137,137,1
14812,54964,967,496,1051,1051,1
14813,54965,547,1395,1190,1190,1
14814,54966,367,297,622,622,1
14815,54967,23,28,151,151,1
14816,54968,51,86,212,212,1
14817,54969,14,170,158,158,1
14818,54970,-49,263,700,700,1
14819,54971,1251,838,1282,1282,1
14820,54972,436,220,326,326,1
14821,54973,57,123,160,160,1
14822,54974,187,0,206,206,1
14823,54976,228,80,56,56,1
14824,54977,103,126,120,120,1
14825,54978,297,127,86,86,1
14826,54979,201,144,236,236,1
14827,54980,90,231,508,508,1
14828,54981,206,55,234,234,1
14829,54982,-31,157,192,192,1
14830,54983,338,85,121,121,1
14831,54984,517,247,200,200,1
14832,54985,-38,99,286,286,1
14833,54987,270,182,382,382,1
14834,54988,224,165,367,367,1
14835,54989,9,235,574,574,1
14836,54990,307,128,88,88,1
14837,54991,79,50,230,230,1
14838,54992,172,-26,239,239,1
14839,54993,261,76,237,237,1
14840,54994,106,94,162,162,1
14841,54995,51,-77,693,693,1
14842,54996,204,84,237,237,1
14843,54997,106,96,230,230,1
14844,54998,-2,231,245,245,1
14845,54999,134,44,232,232,1
14846,55000,654,193,566,566,1
14847,55001,46,-94,696,696,1
14848,55002,-9,113,253,253,1
14849,55003,-61,213,346,346,1
14850,55004,212,3,294,294,1
14851,55005,173,172,159,159,1
14852,55006,356,218,192,192,1
14853,55007,279,170,142,142,1
14854,55008,232,85,221,221,1
14855,55009,457,100,260,260,1
14856,55010,192,102,216,216,1
14857,55011,263,78,236,236,1
14858,55012,50,-80,692,692,1
14859,55014,0,231,246,246,1
14860,55016,459,423,186,186,1
14861,55017,599,287,189,189,1
14862,55018,999,327,273,273,1
14863,55019,1253,261,372,372,1
14864,55020,402,74,384,384,1
14865,55021,208,139,80,80,1
14866,55022,-38,-58,379,379,1
14867,55023,90,231,318,318,1
14868,55025,525,218,96,96,1
14869,55026,889,18,94,94,1
14870,55027,555,516,1569,1569,1
14871,55028,71,227,411,411,1
14872,55029,382,69,69,69,1
14873,55030,22,23,301,301,1
14874,55031,147,386,754,754,1
14875,55032,100,155,38,38,1
14876,55033,1444,431,772,772,1
14877,55034,1609,709,210,210,1
14878,55036,105,139,217,217,1
14879,55037,861,388,328,328,1
14880,55038,-58,127,239,239,1
14881,55039,-1,84,270,270,1
14882,55040,147,71,127,127,1
14883,55041,105,107,454,454,1
14884,55042,101,101,238,238,1
14885,55043,380,199,245,245,1
14886,55044,0,122,261,261,1
14887,55045,281,221,265,265,1
14888,55046,97,-52,422,422,1
14889,55047,247,128,283,283,1
14890,55048,34,75,195,195,1
14891,55049,533,181,78,78,1
14892,55050,309,100,154,154,1
14893,55051,421,29,2309,2309,1
14894,55052,984,351,191,191,1
14895,55053,111,94,202,202,1
14896,55054,475,160,370,370,1
14897,55055,86,230,415,415,1
14898,55056,445,437,462,462,1
14899,55057,65,99,313,313,1
14900,55058,116,155,460,460,1
14901,55059,-9,87,190,190,1
14902,55060,37,69,361,361,1
14903,55062,110,89,221,221,1
14904,55079,399,319,573,573,1
14905,55080,306,315,569,569,1
14906,55082,380,360,584,584,1
14907,55084,399,348,584,584,1
14908,55085,377,365,549,549,1
14909,55094,353,404,551,551,1
14910,55098,397,393,518,518,1
14911,55100,280,454,103,103,1
14912,55101,105,114,156,156,1
14913,55102,110,80,198,198,1
14914,55103,119,35,77,77,1
14915,55104,81,108,61,61,1
14916,55105,180,148,72,72,1
14917,55106,156,207,106,106,1
14918,55107,306,100,118,118,1
14919,55108,498,334,102,102,1
14920,55109,914,1695,1005,1005,1
14921,55112,105,102,50,50,1
14922,55113,131,94,203,203,1
14923,55114,165,218,133,133,1
14924,55115,213,107,136,136,1
14925,55116,193,42,474,474,1
14926,55117,222,21,347,347,1
14927,55118,141,101,87,87,1
14928,55119,5,92,233,233,1
14929,55120,84,39,197,197,1
14930,55121,204,77,149,149,1
14931,55122,159,69,88,88,1
14932,55123,346,248,84,84,1
14933,55124,515,144,102,102,1
14934,55125,697,195,70,70,1
14935,55126,537,306,107,107,1
14936,55127,86,62,91,91,1
14937,55128,370,748,765,765,1
14938,55129,204,208,86,86,1
14939,55130,32,113,328,328,1
14940,55131,229,55,129,129,1
14941,55132,752,276,1362,1362,1
14942,55133,219,302,194,194,1
14943,55134,-28,-20,475,475,1
14944,55135,-42,45,371,371,1
14945,55136,85,57,186,186,1
14946,55137,66,119,102,102,1
14947,55138,174,225,207,207,1
14948,55139,96,102,123,123,1
14949,55140,222,-22,648,648,1
14950,55141,-13,39,220,220,1
14951,55142,405,896,1088,1088,1
14952,55144,121,1013,223,223,1
14953,55145,-75,106,453,453,1
14954,55146,502,40,461,461,1
14955,55147,163,81,164,164,1
14956,55151,112,89,192,192,1
14957,55152,-35,250,1216,1216,1
14958,55153,89,49,52,52,1
14959,55154,159,70,47,47,1
14960,55155,311,58,47,47,1
14961,55156,136,131,83,83,1
14962,55157,364,75,66,66,1
14963,55158,168,81,71,71,1
14964,55159,125,106,115,115,1
14965,55160,194,92,88,88,1
14966,55161,141,126,155,155,1
14967,55162,77,113,104,104,1
14968,55163,286,271,111,111,1
14969,55164,105,92,91,91,1
14970,55165,123,103,130,130,1
14971,55166,38,105,251,251,1
14972,55167,10,77,265,265,1
14973,55168,11,91,279,279,1
14974,55169,116,69,73,73,1
14975,55170,392,280,1069,1069,1
14976,55171,124,58,246,246,1
14977,55172,189,38,213,213,1
14978,55173,131,67,128,128,1
14979,55174,128,61,88,88,1
14980,55175,201,105,106,106,1
14981,55176,439,1819,1527,1527,1
14982,55177,111,122,148,148,1
14983,55178,466,376,890,890,1
14984,55179,191,252,372,372,1
14985,55180,155,48,79,79,1
14986,55181,-2,105,219,219,1
14987,55182,161,136,163,163,1
14988,55183,112,30,106,106,1
14989,55184,165,104,426,426,1
14990,55185,197,82,100,100,1
14991,55186,313,150,64,64,1
14992,55187,420,166,56,56,1
14993,55189,1145,354,483,483,1
14994,55190,85,99,193,193,1
14995,55191,39,26,221,221,1
14996,55192,341,193,324,324,1
14997,55193,105,71,144,144,1
14998,55194,37,63,251,251,1
14999,55195,46,92,159,159,1
15000,55196,122,96,80,80,1
15001,55197,115,71,116,116,1
15002,55198,198,70,173,173,1
15003,55199,124,77,144,144,1
15004,55200,56,122,130,130,1
15005,55201,-39,81,357,357,1
15006,55202,137,93,96,96,1
15007,55203,105,89,170,170,1
15008,55204,101,140,93,93,1
15009,55205,25,76,261,261,1
15010,55206,134,73,75,75,1
15011,55207,122,62,65,65,1
15012,55208,664,188,147,147,1
15013,55209,300,81,108,108,1
15014,55210,624,157,86,86,1
15015,55211,129,189,203,203,1
15016,55212,861,346,479,479,1
15017,55213,113,51,96,96,1
15018,55214,121,192,88,88,1
15019,55215,265,74,54,54,1
15020,55216,177,101,85,85,1
15021,55217,113,100,328,328,1
15022,55218,255,40,92,92,1
15023,55219,108,301,1017,1017,1
15024,55220,158,99,145,145,1
15025,55221,60,95,169,169,1
15026,55222,469,208,180,180,1
15027,55223,65,179,259,259,1
15028,55224,125,75,154,154,1
15029,55225,725,349,604,604,1
15030,55226,64,102,182,182,1
15031,55227,84,149,149,149,1
15032,55228,329,21,62,62,1
15033,55229,183,67,550,550,1
15034,55230,77,122,211,211,1
15035,55232,287,94,53,53,1
15036,55233,200,123,48,48,1
15037,55234,239,121,56,56,1
15038,55235,98,82,111,111,1
15039,55236,243,41,83,83,1
15040,55237,195,267,819,819,1
15041,55238,1402,413,1029,1029,1
15042,55239,182,191,77,77,1
15043,55240,143,139,53,53,1
15044,55241,169,37,195,195,1
15045,55242,111,94,205,205,1
15046,55243,106,74,46,46,1
15047,55244,170,72,51,51,1
15048,55245,439,93,169,169,1
15049,55246,43,106,246,246,1
15050,55247,66,55,46,46,1
15051,55248,120,43,55,55,1
15052,55249,170,107,157,157,1
15053,55250,437,3,373,373,1
15054,55251,265,72,86,86,1
15055,55252,39,53,199,199,1
15056,55253,75,29,244,244,1
15057,55254,-9,146,185,185,1
15058,55255,142,76,117,117,1
15059,55256,244,153,100,100,1
15060,55257,416,178,104,104,1
15061,55258,535,145,100,100,1
15062,55259,673,154,116,116,1
15063,55260,78,94,388,388,1
15064,55261,760,193,87,87,1
15065,55262,153,171,72,72,1
15066,55263,202,153,122,122,1
15067,55264,142,42,305,305,1
15068,55265,53,161,207,207,1
15069,55266,691,269,144,144,1
15070,55267,16,-19,360,360,1
15071,55268,172,34,161,161,1
15072,55269,138,68,170,170,1
15073,55270,43,84,44,44,1
15074,55271,174,103,58,58,1
15075,55272,143,62,136,136,1
15076,55273,246,139,158,158,1
15077,55274,125,151,219,219,1
15078,55275,102,86,135,135,1
15079,55276,47,91,323,323,1
15080,55277,47,188,368,368,1
15081,55278,218,120,136,136,1
15082,55279,168,295,1130,1130,1
15083,55280,102,141,152,152,1
15084,55281,288,60,80,80,1
15085,55283,105,86,232,232,1
15086,55284,126,109,75,75,1
15087,55285,166,160,157,157,1
15088,55286,858,362,828,828,1
15089,55287,204,237,312,312,1
15090,55288,33,117,182,182,1
15091,55289,190,88,207,207,1
15092,55290,151,55,52,52,1
15093,55291,158,114,77,77,1
15094,55292,228,123,74,74,1
15095,55293,386,88,75,75,1
15096,55294,132,133,95,95,1
15097,55295,143,395,193,193,1
15098,55296,328,75,41,41,1
15099,55297,237,219,388,388,1
15100,55298,136,74,103,103,1
15101,55299,68,84,225,225,1
15102,55300,307,116,49,49,1
15103,55301,184,53,87,87,1
15104,55302,65,123,269,269,1
15105,55303,110,51,109,109,1
15106,55304,57,98,209,209,1
15107,55305,159,90,72,72,1
15108,55306,220,104,50,50,1
15109,55307,122,61,89,89,1
15110,55308,126,64,88,88,1
15111,55309,134,81,91,91,1
15112,55310,1962,153,180,180,1
15113,55311,139,15,55,55,1
15114,55312,871,593,701,701,1
15115,55313,135,68,49,49,1
15116,55314,94,126,151,151,1
15117,55315,199,46,78,78,1
15118,55316,135,123,121,121,1
